licensepermitid,premisescounty,description,legalname,dba,actualaddressofpremises,city,statename,zipcode,originalissuedate,expirationdate,georeference
0340-22-112684,New York,Restaurant,MEXICAN BISTRO CORP,LA CATRINA,3803 10TH AVE,NEW YORK,New York,10034,06/21/2024,06/30/2026,POINT (-73.92045 40.86238)
0340-22-107519,Queens,Restaurant,R. CANO GROUP INC.,THE STANDARD CAFE BY RCANO EVENTS,37-18 NORTHERN BLVD,LONG ISLAND CITY,New York,11101,05/28/2024,05/31/2026,POINT (-73.92563 40.75213)
0340-22-110682,New York,Restaurant,WASHINGTON PLACE LLC,BLUE HILL RESTAURANT,75 WASHINGTON PLACE,NEW YORK,New York,10011,02/16/2026,02/29/2028,POINT (-73.99975 40.73195)
0240-23-142429,Kings,Restaurant,BROOKLYN DYNAMIC SQUARED LLC,LUCYS VIETNAMESE,112 BERRY ST,BROOKLYN,New York,11249,05/07/2025,04/30/2027,POINT (-73.95882 40.7188)
0240-22-101942,New York,Restaurant,TRIBECA BAKED FOODS CORP,GEE WHIZ,295 GREENWICH ST,NEW YORK,New York,10007,12/23/2024,12/31/2026,POINT (-74.01108 40.7157)
0340-22-106734,New York,Restaurant,DEAR IRVING LLC,DEAR IRVING,55 IRVING PLACE 2ND FLOOR,NEW YORK,New York,10003,03/17/2026,03/31/2028,POINT (-73.98723 40.7361)
0240-25-100921,Queens,Restaurant,My Sushi 1994 Inc,My Sushi,79-20 Eliot Ave,Middle Village,New York,11379,09/18/2025,08/31/2027,POINT (-73.87944 40.7249)
0240-22-101331,New York,Restaurant,NAI TAPAS RESTAURANT CORP,NAI TAPAS,84 SECOND AVE,NEW YORK,New York,10003,10/07/2024,09/30/2026,POINT (-73.98911 40.72664)
0340-22-109871,New York,Restaurant,DOS CAMINOS 480 LEXINGTON INC,DOS CAMINOS,480 LEXINGTON AVE,NEW YORK,New York,10017,11/21/2024,11/30/2026,POINT (-73.97396 40.75431)
0340-21-118187,Kings,Restaurant,LOVE FIELD INC,WAKUWAKU,269 36TH ST SPACE 3-1-C,BROOKLYN,New York,11232,10/03/2025,09/30/2027,POINT (-74.00719 40.65598)
0240-25-114533,New York,Restaurant,LOOPYS CORPORATION,,156 W 29th St,New York,New York,10001,06/20/2025,05/31/2027,POINT (-73.99224 40.74757)
0340-22-113482,Queens,Restaurant,GALO CHURRASQUEIRA LLC,TAVERN 18,265-11 UNION TPKE,NEW HYDE PARK,New York,11040,03/07/2026,04/30/2028,POINT (-73.70759 40.74939)
0240-25-114131,New York,Restaurant,Papi's Guys LLC,"Papi, Pasta & Pizza",485 Fashion Ave,New York,New York,10018,06/16/2025,05/31/2027,POINT (-73.98951 40.75246)
0240-23-142029,Queens,Restaurant,CBC PIZZA CORP,GLENDALE PIZZA,6827 MYRTLE AVE,GLENDALE,New York,11385,01/13/2025,02/28/2027,POINT (-73.88364 40.70172)
0340-22-113753,New York,Restaurant,ZIA MARIA LITTLE ITALY INC,ZIA MARIA,138 MULBERRY ST,NEW YORK,New York,10013,06/12/2025,08/31/2026,POINT (-73.99763 40.71864)
0240-24-134333,Kings,Restaurant,Central Amusement International Inc,Luna Park at West 10th Street,1000 Surf Ave,Brooklyn,New York,11224,10/29/2024,09/30/2026,POINT (-73.97857 40.57551)
0240-25-104319,Queens,Restaurant,Abbracadabra Creative Food Inc,Abracadabra Magic Diner,566 Onderdonk Ave,Ridgewood,New York,11385,03/06/2025,02/28/2027,POINT (-73.90985 40.70554)
0240-22-100482,New York,Restaurant,65 ST. MARKS INC,JIANG KITCHEN,65 ST MARKS PLACE,NEW YORK,New York,10003,06/28/2024,06/30/2026,POINT (-73.98622 40.72798)
0340-22-105205,Richmond,Restaurant,GUCRUAVI LLC,MEXICAN CANTINA KITCHEN & BAR,1736 VICTORY BLVD,STATEN ISLAND,New York,10314,03/13/2026,02/29/2028,POINT (-74.12179 40.61315)
0340-22-106032,New York,Restaurant,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #1359,117 E 14TH STREET,NEW YORK,New York,10003,03/22/2026,03/31/2028,POINT (-73.98922 40.73414)
0240-25-122918-01,New York,Additional Bar,Selene and Hemera LLC,Rei,142 Sullivan St,New York,New York,10012,09/15/2025,08/31/2027,POINT (-74.00195 40.72699)
0240-23-142681,Kings,Restaurant,Il Colosseo LLC,,7704 18TH AVENUE,BROOKLYN,New York,11214,11/13/2025,02/28/2027,POINT (-73.9973 40.61209)
0240-23-141328,Kings,Restaurant,JIMMYS PLACE LTD,,7118 13TH AVE,BROOKLYN,New York,11228,10/06/2025,10/31/2027,POINT (-74.00549 40.62215)
0340-22-114006,Kings,Restaurant,ZEN PIZZA INC,AMORINA CUCINA RUSTIC,624 VANDERBILT AVE,BROOKLYN,New York,11238,11/06/2024,10/31/2026,POINT (-73.96891 40.6775)
0240-22-100229,Kings,Restaurant,FLORA TASTE EXPERIENCE LLC,,1021 8TH AVE,BROOKLYN,New York,11215,11/12/2024,11/30/2026,POINT (-73.98014 40.66465)
0240-21-121795,New York,Restaurant,EDWARD STARS CORPORATION,KARE THAI,752 10TH AVE,NEW YORK,New York,10019,10/20/2025,11/30/2027,POINT (-73.99122 40.76547)
0240-23-141730,New York,Restaurant,PRIMO COFFEE INC,PENN CAFE AND EATERY,LIRR PENN STATION AMTRACK LVL,NEW YORK,New York,10001,09/11/2025,09/30/2027,
0240-22-101278,Bronx,Restaurant,NOVA ERA GROUP LLC,EL FOGON DOMINICAN KITCHEN,1368 CASTLE HILL AVE,BRONX,New York,10462,07/11/2024,07/31/2026,POINT (-73.852 40.8353)
0340-22-108617,Richmond,Restaurant,SOFIA'S TAQUERIA LLC,SOFIA'S TAQUERIA,977 BAY ST,STATEN ISLAND,New York,10305,12/17/2024,12/31/2026,POINT (-74.06956 40.61874)
0240-22-102034,Kings,Restaurant,ISHI GROUP INC,,70 5TH AVE,BROOKLYN,New York,11217,10/02/2024,10/31/2026,POINT (-73.97739 40.68094)
0240-23-142191,Kings,Restaurant,TAQUERIA AL PASTOR AND BAR INC,,119 COURT ST,BROOKLYN,New York,11201,03/02/2025,02/28/2027,POINT (-73.99202 40.69049)
0340-22-102879,Queens,Restaurant,ANKA RESTAURANT CORP,PALERMO RESTAURANT,2392 21ST ST,ASTORIA,New York,11105,07/31/2024,07/31/2026,POINT (-73.92122 40.77687)
0340-22-107116,New York,Restaurant,SERAFINA BROADWAY LTD,SERAFINA BROADWAY,210 W 55TH ST,NEW YORK,New York,10019,07/31/2024,08/31/2026,POINT (-73.98184 40.76458)
0340-22-102818,New York,Restaurant,VEGG 58TH LLC,MASSERIA DEI VINI,887 889 9TH AVE,NEW YORK,New York,10019,11/01/2024,11/30/2026,POINT (-73.9854 40.76836)
0240-22-102661,New York,Restaurant,EL NUEVO TINA RESTAURANT CORP,,511 W 125TH,NEW YORK,New York,10027,03/17/2026,04/30/2028,POINT (-73.9566 40.81375)
0240-24-139256,Queens,Restaurant,Minerva 2915 Corp,Nonnas 1977,29-13 23rd Ave,Astoria,New York,11105,12/16/2024,11/30/2026,POINT (-73.91345 40.77477)
0340-22-111821,Kings,Restaurant,KLOM KLORM INC,KLOM KLORM,181 WYCKOFF AVE,BROOKLYN,New York,11237,06/10/2024,06/30/2026,POINT (-73.91718 40.70302)
0340-21-120037,Queens,Restaurant,HAUTE HOTPOTS CORPORATION,HAIDILAO HOTPOT,138-23 39TH AVE,FLUSHING,New York,11354,10/22/2025,10/31/2027,POINT (-73.82791 40.76083)
0240-24-112259,New York,Restaurant,ICHIRAN U S A INC,ICHIRAN,152 W 49th St,New York,New York,10019,05/03/2024,04/30/2026,POINT (-73.98317 40.76023)
0240-23-140273,New York,Restaurant,OLD NEW YORK PIZZA CORP,LUNA PIZZA,227 231 PARK ROW,NEW YORK,New York,10038,06/17/2025,07/31/2027,POINT (-73.99956 40.71323)
0340-22-106524,Kings,Restaurant,MANCHEGO KOKO CORP,,1502 CORTELYOU RD,BROOKLYN,New York,11226,04/26/2024,04/30/2026,POINT (-73.96437 40.64124)
0340-22-113576,New York,Restaurant,SAGGIO RESTAURANT INC,SAGGIO,829 W 181ST STREET #7,NEW YORK,New York,10033,11/22/2024,11/30/2026,POINT (-73.93961 40.85128)
0240-26-137206,New York,Restaurant,JBAA Win & Partners Inc.,Lin & Daughters,55 W 26th St,New York,New York,10010,03/10/2026,02/29/2028,POINT (-73.99107 40.74466)
0240-24-139891,Queens,Restaurant,Mr Dak Inc,,194-15 Northern Blvd,Flushing,New York,11358,12/24/2024,11/30/2026,POINT (-73.78692 40.75794)
0240-22-101452,New York,Restaurant,MPRINCE INC,MOMOYA SOHO,47 PRINCE ST,NEW YORK,New York,10012,01/18/2026,02/29/2028,POINT (-73.99584 40.7234)
0240-23-140936,Richmond,Restaurant,GIOVES WOOD FIRED PIZZA LTD,PIZZERIA GIOVE,278 NEW DORP LN,STATEN ISLAND,New York,10306,08/13/2025,07/31/2027,POINT (-74.11307 40.57224)
0340-22-103002,New York,Restaurant,CAFE SAHARA INC.,,4026 10TH AVE,NEW YORK,New York,10034,09/14/2024,08/31/2026,POINT (-73.91535 40.8693)
0240-23-141957,New York,Restaurant,HLD GARI LLC,SUSHI OF GARI,402 E 78TH ST,NEW YORK,New York,10075,02/09/2026,07/31/2027,POINT (-73.95269 40.77146)
0340-22-111616,New York,Restaurant,METZ ZUTTO RAMEN II INC,ZUTTO JAPANESE AMERICAN BAR,384 BROOME ST,NEW YORK,New York,10013,09/08/2024,09/30/2026,POINT (-73.99665 40.72042)
0340-22-108721,New York,Restaurant,SRPNYC INC,VALERIE,45 W 45TH ST,NEW YORK,New York,10036,10/30/2024,11/30/2026,POINT (-73.98128 40.75616)
0240-22-101731,New York,Restaurant,TOMO NEW YORK INC,TEPPEN RAMEN,159 E 55TH ST,NEW YORK,New York,10022,08/16/2024,08/31/2026,POINT (-73.9689 40.75912)
0340-22-104662,New York,Restaurant,COMPASS LCS LLC,,11 WALL STREET,NEW YORK,New York,10005,04/30/2024,04/30/2026,POINT (-74.01079 40.70721)
0240-24-137977,Queens,Restaurant,Doperation Inc,,150-05 Northern Blvd,Flushing,New York,11354,12/05/2024,11/30/2026,POINT (-73.81487 40.76524)
0240-22-100257,New York,Restaurant,DH NEWLAND CORP,DUN HUANG UPPERWEST,1268 AMSTERDAM AVE,NEW YORK,New York,10027,05/07/2024,05/31/2026,POINT (-73.95801 40.81099)
0240-26-133323,Kings,Restaurant,Miro Sushi Inc,,533 86th St,Brooklyn,New York,11209,01/12/2026,12/31/2027,POINT (-74.0253 40.62093)
0240-23-140209,New York,Restaurant,SABOR ARGENTINO CORP,SABOR ARGENTINO,57 7TH AVE S,NEW YORK,New York,10014,06/23/2025,06/30/2027,POINT (-74.0039 40.73174)
0340-22-113420,Kings,Restaurant,BERNIE'S POINT LLC,BERNIE'S,836 LORIMER ST,BROOKLYN,New York,11222,05/29/2024,05/31/2026,POINT (-73.95072 40.72189)
0340-22-107307,New York,Restaurant,"WHOLE FOODS MARKET GROUP, INC. & JAJAJA HUDSON YARDS LLC",WHOLE FOODS MARKET & JAJAJA,450 W 33RD ST,NEW YORK,New York,10001,05/23/2024,05/31/2026,POINT (-73.99928 40.75377)
0340-22-108586,New York,Restaurant,"9 G J BAR & RESTAURANT, INC.",ACME BAR & GRILL & THE NINES,9 GREAT JONES STREET,NEW YORK,New York,10012,11/26/2024,11/30/2026,POINT (-73.99389 40.72741)
0240-22-100125,New York,Restaurant,HOUSAKU INC,SUSHI KAITO,244 W 72ND ST,NEW YORK,New York,10023,03/06/2026,03/31/2028,POINT (-73.9835 40.7794)
0240-25-109232,New York,Restaurant,OMAKASE YUU ON 75TH INC,Sushi Akira,317 E 75th St,New York,New York,10021,05/06/2025,04/30/2027,POINT (-73.95595 40.77033)
0340-22-105268,Queens,Restaurant,KOLIBA REST INC,,31 11 23RD AVE,ASTORIA,New York,11105,12/30/2024,12/31/2026,POINT (-73.91267 40.77422)
0340-22-108849,New York,Restaurant,MICHAEL CETTA INC,SPARKS STEAK HOUSE,210 E 46TH STREET,NEW YORK,New York,10017,01/20/2026,02/29/2028,POINT (-73.97226 40.75319)
0240-22-101800,New York,Restaurant,CARIBBEAN STARR INC,,280 LENOX AVE,NEW YORK,New York,10027,09/17/2024,08/31/2026,POINT (-73.94585 40.80717)
0340-22-114710,Kings,Restaurant,"GATHER INN AGAIN INC, THE",,2718 2720 GERRITSEN AVE,BROOKLYN,New York,11229,06/05/2024,05/31/2026,POINT (-73.92521 40.59291)
0340-22-106714,Kings,Restaurant,MR SABOR RESTAURANT & GRILL CORP.,,920 BROADWAY,BROOKLYN,New York,11206,07/05/2024,06/30/2026,POINT (-73.93593 40.69738)
0340-22-106608,New York,Restaurant,18 FOOLS LLC,THE LIBERTY,29 W 35TH ST,NEW YORK,New York,10001,03/07/2024,03/31/2026,POINT (-73.98563 40.74975)
0240-21-122077,Queens,Restaurant,CASO INC,MAMAS EMPANADAS,32-41 STEINWAY ST STORE B,ASTORIA,New York,11103,10/22/2025,10/31/2027,POINT (-73.9199 40.75787)
0340-22-108213,New York,Restaurant,NOREETUH RESTAURANT LLC,NOREETUH,128 1ST AVE,NEW YORK,New York,10009,02/25/2026,02/29/2028,POINT (-73.98547 40.72738)
0246-25-103561,Queens,Catering Establishment,"Benr Office Group, LLC",Benrooftop,78-16 Atlantic Ave,Ozone Park,New York,11416,02/26/2025,02/28/2027,POINT (-73.8614 40.68451)
0240-22-101558,Kings,Restaurant,D&A FOODS CORP,YAMATO RESTAURANT,168 7TH AVE,BROOKLYN,New York,11215,11/01/2024,11/30/2026,POINT (-73.97744 40.67185)
0240-22-100318,Richmond,Restaurant,SHAKE SHACK NEW YORK LLC,SHAKE SHACK,2655 RICHMOND AVE,STATEN ISLAND,New York,10314,11/01/2024,10/31/2026,POINT (-74.16708 40.58075)
0240-24-109473,Kings,Restaurant,BUNTOPIA BK INC,Buntopia BK,994 Broadway,Brooklyn,New York,11221,03/05/2026,03/31/2028,POINT (-73.93379 40.69617)
0240-23-139933,Queens,Restaurant,GSFA RESTAURANT CORP,THE CLASSIC DINER,117 33 MYRTLE AVE,RICHMOND HILL,New York,11418,04/23/2025,04/30/2027,POINT (-73.84144 40.70109)
0240-24-125450,New York,Restaurant,1379 Water & Wheat LLC,,1379 3rd Ave,New York,New York,10075,06/18/2025,07/31/2026,POINT (-73.95757 40.7739)
0240-23-142396,Kings,Restaurant,NEW YORK EVENTS INC,THE GARDEN CARVER,187 GRAND ST,BROOKLYN,New York,11211,05/26/2025,04/30/2027,POINT (-73.96077 40.71428)
0240-23-141517,New York,Restaurant,SOFIA 58TH STREET CORP,SIGNOR RAVIOLI,38 E 58TH ST,NEW YORK,New York,10022,01/07/2025,01/31/2027,POINT (-73.97149 40.7628)
0240-26-137708,Kings,Restaurant,N5 Blossom Inc.,The Blue Blossom,135 N 5th St,Brooklyn,New York,11249,03/17/2026,02/29/2028,POINT (-73.95927 40.71693)
0240-23-140689,Queens,Restaurant,TWO DIMITRIS CORP,GYRO WORLD,19421 19423 NORTHERN BLVD,FLUSHING,New York,11358,10/14/2025,06/30/2027,POINT (-73.78686 40.75794)
0340-22-112812,New York,Restaurant,MALA PROJECT EAST VILLAGE LLC,MALA PROJECT,122 1ST AVE,NEW YORK,New York,10003,03/20/2024,03/31/2026,POINT (-73.9856 40.7272)
0340-22-114428,Queens,Restaurant,46 02 SKILLMAN CAFE LLC,CLARET WINE BAR,4602 SKILLMAN AVE,SUNNYSIDE,New York,11104,10/07/2025,10/31/2026,POINT (-73.91783 40.74655)
0340-21-118540,Queens,Restaurant,PRP RESTAURANT INC,GALLAGHERS 2000,4319 37TH ST,LONG ISLAND CITY,New York,11101,12/16/2025,11/30/2027,POINT (-73.92778 40.74521)
0340-22-110024,Queens,Restaurant,D RIVAS RESTAURANT INC,LA FLOR DEL PARAISO,80 29 JAMAICA AVE,WOODHAVEN,New York,11421,11/12/2024,11/30/2026,POINT (-73.84681 40.69496)
0240-25-115585,New York,Restaurant,Akura Sushi LLC,,39 E 31st St,New York,New York,10016,07/02/2025,06/30/2027,POINT (-73.98345 40.74548)
0340-22-110697,New York,Restaurant,144 WEST 46ST RESTAURANT GROUP INC,,144 W 46TH ST,NEW YORK,New York,10036,05/23/2024,05/31/2026,POINT (-73.98402 40.75814)
0240-23-140312,Queens,Restaurant,FUYU RAMEN SAKE INC,,46-15A 46-17 QUEENS BLVD,SUNNYSIDE,New York,11104,03/18/2025,03/31/2027,POINT (-73.91809 40.74326)
0240-24-117637,New York,Restaurant,Pongal Restaurant NYC inc.,Pongal,103 Lexington Ave,New York,New York,10016,06/13/2024,05/31/2026,POINT (-73.98275 40.74225)
0340-22-103765,New York,Restaurant,WOLF EASTSIDE LLC,WOLFGANG'S STEAKHOUSE,885 3RD AVE AKA 200 E 54TH ST,NEW YORK,New York,10022,06/11/2024,06/30/2026,POINT (-73.96893 40.75832)
0240-25-108819,New York,Restaurant,95 West LLC,Friedman's / Pick-A-Bagel,35-39 W End Ave,New York,New York,10023,05/01/2025,04/30/2027,POINT (-73.98937 40.7731)
0240-22-100938,New York,Restaurant,AMORES DELI JUICE BAR INC,,5025 BROADWAY,NEW YORK,New York,10034,10/07/2024,09/30/2026,POINT (-73.91661 40.86939)
0240-23-142555,Queens,Restaurant,CALI AJI CON SABOR RESTAURANT CORP,CALI AJI CON SABOR RESTAURANT,98-15 ASTORIA BLVD,E ELMHURST,New York,11369,06/11/2025,06/30/2027,POINT (-73.87081 40.76231)
0240-24-110247,Bronx,Restaurant,SHAKE SHACK NEW YORK LLC,SHAKE SHACK,344 Baychester Ave,Bronx,New York,10475,04/17/2024,03/31/2026,POINT (-73.83055 40.86698)
0340-22-111016,New York,Restaurant,QUATTRO AMIGGI CORP,ITALIANISSIMO,307 E 84TH ST,NEW YORK,New York,10028,01/14/2026,01/31/2028,POINT (-73.95211 40.77631)
0240-24-126891,Bronx,Restaurant,MONTERO 068 RESTAURANT CORP,,182 W BURNSIDE AVE,BRONX,New York,10453,09/03/2024,08/31/2026,POINT (-73.91587 40.85441)
0240-23-140758,Kings,Restaurant,COFFEE AND BEYOND INC,YOUR WAY CAFE BK,17 WILSON AVE,BROOKLYN,New York,11237,09/27/2025,08/31/2027,POINT (-73.93026 40.70328)
0340-22-104438,New York,Restaurant,LUCKDEE LLC,THAI VILLA,5 E 19TH ST,NEW YORK,New York,10003,05/22/2024,05/31/2026,POINT (-73.99078 40.73884)
0340-22-109598,Bronx,Restaurant,XIME DELI CORP,,448 E 138TH ST,BRONX,New York,10454,06/11/2024,06/30/2026,POINT (-73.92126 40.80843)
0240-23-140425,Kings,Restaurant,NEW KIKU INC,,361 7TH AVE,BROOKLYN,New York,11215,08/06/2025,09/30/2027,POINT (-73.9824 40.66592)
0340-22-112861,Kings,Restaurant,AWKWARD RESCUE LLC,PUBLIC DISPLAY OF AFFECTION,669 UNION ST,BROOKLYN,New York,11219,11/12/2024,11/30/2026,POINT (-73.98273 40.67728)
0240-23-140705,New York,Restaurant,ECUINDI CORP,CAFE PANINO MUCHO GIUSTO,551 HUDSON ST NORTH STORE,NEW YORK,New York,10014,12/23/2025,07/31/2027,POINT (-74.00605 40.73525)
0340-21-119198,New York,Restaurant,SECOND WIND RESTAURANT LLC,JOANNE,70 W 68TH ST,NEW YORK,New York,10023,11/19/2025,11/30/2027,POINT (-73.9802 40.77467)
0240-24-113362,New York,Restaurant,DELICE & SARRASIN LLC,,178 W HOUSTON ST,NEW YORK,New York,10014,05/13/2024,04/30/2026,POINT (-74.00325 40.7287)
0240-25-102188,Kings,Restaurant,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #4497,1940 1950 LINDEN BLVD,BROOKLYN,New York,11207,02/04/2025,01/31/2027,POINT (-73.88993 40.6587)
0340-22-108405,New York,Restaurant,DM 58 LLC,ALL & SUNDRY,312 W 58TH ST,NEW YORK,New York,10019,01/20/2026,01/31/2028,POINT (-73.98314 40.76773)
0240-24-121857,Kings,Restaurant,AI Ueyo Inc,Warude,847 Sterling Place,Brooklyn,New York,11216,07/19/2024,06/30/2026,POINT (-73.9506 40.67254)
0340-22-103828,New York,Restaurant,"LONG ROOM INC, THE",THE LONG ROOM,120 W 44TH STREET,NEW YORK,New York,10036,03/05/2026,03/31/2028,POINT (-73.98422 40.75658)
0240-23-139552,New York,Restaurant,DEMOLINARI SEVENTH AVENUE INC,ST GEORGE,74 7TH AVE S,NEW YORK,New York,10014,07/21/2025,06/30/2027,POINT (-74.00373 40.73205)
0240-25-116687,Queens,Restaurant,HZJ Kitchen Inc,Seafood Jumbo,156-30 Northern Blvd,Flushing,New York,11354,07/16/2025,06/30/2027,POINT (-73.80914 40.76328)
0240-25-127030,Queens,Restaurant,Nami Sushi Inc,,242-03 Northern Blvd,Douglaston,New York,11362,10/23/2025,09/30/2027,POINT (-73.7441 40.76539)
0340-22-110346,New York,Restaurant,PRUNE LLC,PRUNE RESTAURANT,54 E 1ST STREET,NEW YORK,New York,10003,05/12/2024,04/30/2026,POINT (-73.98949 40.72371)
0240-22-101962,Queens,Restaurant,ZHENGZHOU NOODLES INC,SPRING FISH VILLAGE,136-21 41ST AVE,FLUSHING,New York,11355,05/30/2024,06/30/2026,POINT (-73.82817 40.75826)
0340-21-119079,New York,Restaurant,BIRTH OF THE COOL LLC,,11 MADISON AVE SW LOBBY,NEW YORK,New York,10010,11/28/2025,11/30/2027,POINT (-73.98728 40.74186)
0340-22-112911,Richmond,Restaurant,TRATTORIA OLIVETO LLC,TRATTORIA OLIVETO,1642 HYLAN BLVD,STATEN ISLAND,New York,10305,07/05/2024,06/30/2026,POINT (-74.09025 40.58855)
0240-25-106769,Kings,Restaurant,Vegan Fresh Fusion LLC,Next Stop Vegan,88 Livingston St,Brooklyn,New York,11201,04/07/2025,03/31/2027,POINT (-73.99064 40.6914)
0240-23-141660,New York,Restaurant,42ND STREET PIZZA CORP,,647 W 42ND STREET,NEW YORK,New York,10036,04/16/2025,05/31/2027,POINT (-74.00019 40.76161)
0240-22-102591,Kings,Restaurant,GRAND CANYON DINER CORP,,179 7TH AVE,BROOKLYN,New York,11215,03/13/2025,01/31/2027,POINT (-73.97777 40.67144)
0340-22-106504,Kings,Restaurant,EL NUEVO RESTAURANTE BARZOLA INCORPORATED,,3386 ATLANTIC AVE,BROOKLYN,New York,11208,07/10/2024,06/30/2026,POINT (-73.87133 40.68168)
0340-22-103894,Kings,Restaurant,LA FOGATA RESTAURANT & CAFE CORP,,1549 GATES AVENUE,BROOKLYN,New York,11237,03/16/2026,02/29/2028,POINT (-73.91218 40.69957)
0240-26-135937,New York,Restaurant,"LVB Group, LLC",LES VAGABONDS,1070 1st Ave,New York,New York,10022,02/20/2026,01/31/2028,POINT (-73.96231 40.75919)
0240-23-142096,New York,Restaurant,SPRING CAFE NEW YORK LLC,SPRING CAFE ASPEN,14 W 4TH ST,NEW YORK,New York,10012,06/23/2025,06/30/2027,POINT (-73.99467 40.72861)
0240-21-122516,Queens,Restaurant,MZ RESTAURANT GROUP LLC,BURGER CLUB,3202 30TH AVE,LONG ISLAND CITY,New York,11102,11/17/2025,11/30/2027,POINT (-73.92046 40.76646)
0240-22-100744,New York,Restaurant,FRENCH DINNER LLC,FRENCH DINER,188 ORCHARD ST,NEW YORK,New York,10002,02/09/2026,01/31/2028,POINT (-73.98821 40.72207)
0340-22-113888,New York,Restaurant,EBNB 70 PINE OWNER RESTAURANT LLC,SAGA,70 PINE ST,NEW YORK,New York,10005,06/27/2024,06/30/2026,POINT (-74.00776 40.70622)
0340-22-105964,New York,Restaurant,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #491,150 E 52ND ST,NEW YORK,New York,10022,03/12/2026,03/31/2028,POINT (-73.97063 40.75741)
0340-22-111144,New York,Restaurant,SC HOSPITALITY LLC,KOCHI,652 10TH AVE,NEW YORK,New York,10036,03/18/2026,02/29/2028,POINT (-73.99368 40.76208)
0340-22-104331,Kings,Restaurant,WILD LIVING LLC,,148 5TH AVE,BROOKLYN,New York,11217,10/16/2024,10/31/2026,POINT (-73.97922 40.67822)
0240-21-123467,New York,Restaurant,RESTAURANT 597 INC,BUS STOP,597 HUDSON STREET,NEW YORK,New York,10014,11/04/2025,11/30/2027,POINT (-74.00583 40.73697)
0340-21-118220,New York,Restaurant,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #1321,501 7TH AVE,NEW YORK,New York,10018,11/06/2025,10/31/2027,POINT (-73.98902 40.75312)
0240-22-101594,Richmond,Restaurant,CASA DEL MOLCAJETE INC,,635 BAY ST,STATEN ISLAND,New York,10304,05/09/2025,06/30/2026,POINT (-74.07551 40.62645)
0240-23-141285,New York,Restaurant,SOMICH DELI INC,PJ BERNSTEINS,1215 3RD AVENUE,NEW YORK,New York,10021,02/28/2025,02/28/2027,POINT (-73.96146 40.76859)
0240-23-139895,Queens,Restaurant,84 23 POLLERIA INC,MISTURA PERUANA RESTAURANT,8423 JAMAICA AVE,WOODHAVEN,New York,11421,05/02/2025,04/30/2027,POINT (-73.86013 40.69242)
0340-22-104744,New York,Restaurant,R&R WESTSIDE LLC,THE BRAZEN TAVERN,356 W 44TH ST,NEW YORK,New York,10036,07/11/2024,07/31/2026,POINT (-73.99117 40.75951)
0240-21-122939,New York,Restaurant,LIBRETTOS ON 3RD INC,LIBRETTO'S PIZZERIA,546 3RD AVE,NEW YORK,New York,10016,10/21/2025,10/31/2027,POINT (-73.97703 40.74719)
0340-21-119579,New York,Restaurant,HANE SUSHI INC,HANE SUSHI,346 1ST AVE,NEW YORK,New York,10009,10/16/2025,11/30/2027,POINT (-73.97984 40.73478)
0240-25-105754,Bronx,Restaurant,Delicias Del Valle 3452 Restaurant Inc,,3452 Boston Rd,Bronx,New York,10469,03/26/2025,02/28/2027,POINT (-73.84851 40.87634)
0240-22-100581,New York,Restaurant,OLLIES 111 LLC,OLLIE'S NOODLE SHOP & GRILLE,2705 BROADWAY,NEW YORK,New York,10025,01/03/2026,02/29/2028,POINT (-73.96853 40.79937)
0340-22-112639,Queens,Restaurant,FKNG CORP,MELA'S CAFE & RESTAURANT,71 02 KISSENA BLVD,FLUSHING,New York,11367,03/28/2025,10/31/2026,POINT (-73.81557 40.72891)
0240-23-141067,New York,Restaurant,DIM SUM SAM INC,,59 2ND AVE,NEW YORK,New York,10003,05/22/2025,05/31/2027,POINT (-73.9897 40.72583)
0240-23-142580,Queens,Restaurant,WITCH TOPOKKI INC,WITCH TOPOKKI,209-35 NORTHERN BLVD,BAYSIDE,New York,11361,05/16/2025,05/31/2027,POINT (-73.77334 40.7593)
0340-21-120941,New York,Restaurant,KOK NYC FLAGSHIP LLC,KINGS OF KOBE,650 W 42ND ST,NEW YORK,New York,10036,10/28/2025,10/31/2027,POINT (-74.00066 40.7618)
0340-21-119253,Kings,Restaurant,AMBER RESTAURANT LLC,AMBER,119 NASSAU AVENUE,BROOKLYN,New York,11222,10/09/2025,10/31/2027,POINT (-73.94894 40.72438)
0267-25-111191-01,New York,Additional Bar,Sushibymues LLC,Sushi By M,1575 2nd Ave,New York,New York,10028,05/22/2025,04/30/2027,POINT (-73.95377 40.7751)
0240-23-142028,Queens,Restaurant,ASCAN PIZZA CORP,NICKS PIZZA,108 26 ASCAN BLVD,FOREST HILLS,New York,11375,04/24/2025,04/30/2027,POINT (-73.84142 40.71701)
0240-22-100027,Queens,Restaurant,MENASHE RESTAURANT CORP,RICKY'S CAFE,7502 37TH AVE,JACKSON HEIGHTS,New York,11372,11/19/2025,01/31/2028,POINT (-73.89076 40.74907)
